,ingredient name,kor ingredient name,data available level,score with min,score,score class,cancer,developmental & reproductive toxicity,allergies & immunotoxicity
1217,LYSINE HYDROCHLORIDE,,Fair,1,1,Green,LOW,LOW,LOW
1218,MAGNESIUM GLUCONATE,마그네슘글루코네이트,Fair,1,1,Green,LOW,LOW,LOW
1219,ACETIC ACID,아세틱애씨드,Fair,1,1,Green,LOW,LOW,LOW
1220,ISOLEUCINE,아이소류신,Fair,1,1,Green,LOW,LOW,LOW
1221,PEG-9,피이지-9,None,3,3,Yellow,LOW,LOW,LOW
1222,TRIMELLITIC ANHYDRIDE COPOLYMER,,None,1,1,Green,LOW,LOW,LOW
1223,CEDARWOOD OIL,,Limited,1,1,Green,LOW,LOW,LOW
1224,CITRUS RETICULATA PEEL EXTRACT,,Limited,3,3,Yellow,LOW,LOW,LOW
1225,TRIMETHYLBENZOYL DIPHENYLPHOSPHINE OXIDE,트라이메틸벤조일다이페닐포스핀옥사이드,Limited,2,2,Green,LOW,LOW,LOW
1226,CITRUS AURANTIUM DULCIS (ORANGE) PEEL WAX,오렌지껍질왁스,Limited,1,1,Green,LOW,LOW,LOW
1227,C12-15 ALKYL LACTATE,C12-15알킬락테이트,None,1,1,Green,LOW,LOW,LOW
1228,HYDROLYZED ELASTIN,하이드롤라이즈드엘라스틴,Limited,1,1,Green,LOW,LOW,LOW
1229,DIMETHYL ISOSORBIDE,다이메틸아이소소바이드,Limited,1,1,Green,LOW,LOW,LOW
1230,LAURETH-2,라우레스-2,None,1-3,3,Yellow,LOW,LOW,LOW
1231,PEG-40 CASTOR OIL,피이지-40캐스터오일,Limited,2-4,4,Yellow,LOW,LOW,MODERATE
1232,GLYCERYL ROSINATE,글리세릴로지네이트,Limited,5,5,Yellow,LOW,LOW,MODERATE
1233,BOSWELLIA SACRA (FRANKINCENSE) OIL,,Limited,1,1,Green,LOW,LOW,LOW
1234,TRIFOLIUM PRATENSE (RED CLOVER),,Limited,1,1,Green,LOW,LOW,LOW
1235,COCAMIDOPROPYLAMINE OXIDE,코카미도프로필아민옥사이드,Limited,1,1,Green,LOW,LOW,LOW
1236,C30-45 ALKYL CETEARYL DIMETHICONE CROSSPOLYMER,C30-45알킬세테아릴다이메티콘크로스폴리머,None,1,1,Green,LOW,LOW,LOW
1237,PPG-2 HYDROXYETHYL COCAMIDE,피피지-2하이드록시에틸코카마이드,None,1,1,Green,LOW,LOW,LOW
1238,BIS-VINYL DIMETHICONE/ DIMETHICONE COPOLYMER,비스-비닐다이메티콘/다이메티콘코폴리머,None,1,1,Green,LOW,LOW,LOW
1239,HYDRASTIS CANADENSIS (GOLDENSEAL) ROOT EXTRACT,골든실뿌리추출물,Limited,1,1,Green,LOW,LOW,LOW
1240,DI-PPG-3-MYRISTYL ETHER ADIPATE,다이-피피지-3미리스틸에터아디페이트,None,1,1,Green,LOW,LOW,LOW
1241,FRUCTOSE,프룩토오스,Fair,1,1,Green,LOW,LOW,LOW
1242,LAURYL BETAINE,라우릴베타인,Limited,1,1,Green,LOW,LOW,LOW
1243,PUMICE,부석,Limited,1,1,Green,LOW,LOW,LOW
1244,ACTINIDIA CHINENSIS (KIWI) EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
1245,MALVA SYLVESTRIS (COMMON MALLOW) EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
1246,METHYL GLUCETH-10,메틸글루세스-10,None,1,1,Green,LOW,LOW,LOW
1247,POTASSIUM PHOSPHATE,포타슘포스페이트,Fair,1,1,Green,LOW,LOW,LOW
1248,ACACIA DECURRENS FLOWER WAX,그린와틀꽃왁스,None,1,1,Green,LOW,LOW,LOW
1249,CITRUS AURANTIUM AMARA (BITTER ORANGE) FLOWER OIL,비터오렌지꽃오일,Limited,1,1,Green,LOW,LOW,LOW
1250,NYMPHAEA ODORATA (FRAGRANT WATER LILY) ROOT EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
1251,PALM STEARIC ACID,,None,1,1,Green,LOW,LOW,LOW
1252,POLYQUATERNIUM-55,폴리쿼터늄-55,Limited,1,1,Green,LOW,LOW,LOW
1253,MELON FRUIT EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
1254,POLYGLYCERYL-3 METHYLGLUCOSE DISTEARATE,폴리글리세릴-3메틸글루코오스다이스테아레이트,Limited,1,1,Green,LOW,LOW,LOW
1255,D&C Green No. 6 (CI 61565),,Limited,1-3,3,Yellow,LOW,LOW,LOW
1256,DIPENTAERYTHRITYL HEXAHYDROXYSTEARATE/ HEXASTEARATE/ HEXARO SINATE,다이펜타에리스리틸헥사하이드록시스테아레이트/헥사스테아레이트/헥사로지네이트,None,1,1,Green,LOW,LOW,LOW
1257,BIXA ORELLANA (ANNATTO) SEED EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
1258,RHUS VERNICIFLUA PEEL WAX,옻나무껍질왁스,None,1,1,Green,LOW,LOW,LOW
1259,T-BUTYL ALCOHOL,t-부틸알코올,Fair,2,2,Green,LOW,LOW,LOW
1260,CETRIMONIUM METHOSULFATE,세트리모늄메토설페이트,Fair,4,4,Yellow,LOW,LOW,HIGH
1261,HYDROGENATED STYRENE/ METHYL STYRENE/ INDENE COPOLYMER,하이드로제네이티드스타이렌/메칠스타이렌/인덴코폴리머,None,1,1,Green,LOW,LOW,LOW
1262,ROSA CANINA (ROSE HIP) SEED OIL,,Limited,3,3,Yellow,LOW,LOW,HIGH
1263,HYDROXYPROPYLTRIMONIUM HONEY,하이드록시프로필트라이모늄허니,None,1,1,Green,LOW,LOW,LOW
1264,CAPRYLOYL SALICYLIC ACID,카프릴로일살리실릭애씨드,Limited,1,1,Green,LOW,LOW,LOW
1265,CHAMOMILLA RECUTITA (MATRICARIA) OIL,마트리카리아오일,Limited,2,2,Green,LOW,LOW,LOW
1266,HYDROLYZED MILK PROTEIN,하이드롤라이즈드우유단백질,Limited,1,1,Green,LOW,LOW,LOW
1267,SACCHARUM OFFICINARUM (SUGAR CANE),,Fair,1,1,Green,LOW,LOW,LOW
1268,PALMITOYL HEXAPEPTIDE 12,팔미토일헥사펩타이드-12,None,1,1,Green,LOW,LOW,LOW
1269,ACRYLATES/ STEARETH-20 METHACRYLATE COPOLYMER,아크릴레이트/스테아레스-20메타크릴레이트코폴리머,None,2,2,Green,LOW,LOW,LOW
1270,PHYTOSTEROLS,피토스테롤,Fair,1,1,Green,LOW,LOW,LOW
1271,ZINC RICINOLEATE,징크리시놀리에이트,Limited,1,1,Green,LOW,LOW,LOW
1272,ZINC CARBONATE,징크카보네이트,Fair,2,2,Green,LOW,LOW,LOW
1273,DIPALMITOYL HYDROXYPROLINE,다이팔미토일하이드록시프롤린,None,1,1,Green,LOW,LOW,LOW
1274,POLYGONUM CUSPIDATUM (JAPANESE KNOTWEED) ROOT EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
1275,SOLANUM LYCOPERSICUM (TOMATO) CALLUS CULTURE EXTRACT,토마토캘러스배양추출물,None,1,1,Green,LOW,LOW,LOW
1276,ISOCETETH-20,아이소세테스-20,Limited,1-3,3,Yellow,LOW,LOW,LOW
1277,LILIUM CANDIDUM (MADONNA LILY) BULB EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
1278,NUTMEG OIL,,Limited,1,1,Green,LOW,LOW,LOW
1279,MAGNESIUM HYDROXIDE,마그네슘하이드록사이드,Fair,1-4,4,Yellow,LOW,LOW,LOW
1280,PHENYLPROPANOL,페닐프로판올,Limited,1,1,Green,LOW,LOW,LOW
1281,PRUNUS AMYGDALUS DULCIS (SWEET ALMOND) FRUIT EXTRACT,스위트아몬드열매추출물,None,1,1,Green,LOW,LOW,LOW
1282,CALCIUM CHLORIDE,칼슘클로라이드,Fair,1,1,Green,LOW,LOW,LOW
1283,TRICONTANYL PVP,,None,1,1,Green,LOW,LOW,LOW
1284,AMMONIUM ACRYLATES COPOLYMER,암모늄아크릴레이트코폴리머,None,2,2,Green,LOW,LOW,LOW
1285,LAURETH-3,라우레스-3,Fair,1-3,3,Yellow,LOW,LOW,LOW
1286,SUCROSE LAURATE,수크로오스라우레이트,Limited,1,1,Green,LOW,LOW,LOW
1287,FRUIT STEM CELL COMPLEX,,None,1,1,Green,LOW,LOW,LOW
1288,ECHINACEA ANGUSTIFOLIA (CONEFLOWER) EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
1289,ROSE HIP OIL,,Limited,3,3,Yellow,LOW,LOW,HIGH
1290,CETYLPYRIDINIUM CHLORIDE,세틸피리디늄클로라이드,Limited,5,5,Yellow,LOW,LOW,HIGH
1291,PEG-60 ALMOND GLYCERIDES,피이지-60아몬드글리세라이즈,None,3,3,Yellow,LOW,LOW,LOW
1292,SALVIA SCLAREA (CLARY SAGE) EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
1293,SODIUM STARCH OCTENYLSUCCINATE,소듐스타치옥테닐석시네이트,Limited,1,1,Green,LOW,LOW,LOW
1294,VINEGAR,비니거,Limited,1,1,Green,LOW,LOW,LOW
1295,AVENA SATIVA (OAT) KERNEL OIL,귀리커넬오일,Fair,1,1,Green,LOW,LOW,LOW
1296,GELLIDIELA ACEROSA EXTRACT,겔리디엘라 아세로사추출물,None,1,1,Green,LOW,LOW,LOW
1297,SALVIA OFFICINALIS (SAGE) EXTRACT,살비아추출물,Limited,1,1,Green,LOW,LOW,LOW
1298,ALUMINUM DIMYRISTATE,알루미늄다이미리스테이트,None,1,1,Green,LOW,LOW,LOW
1299,"CORN STARCH, MODIFIED",변성옥수수전분,None,1,1,Green,LOW,LOW,LOW
1300,AMMONIUM POLYACRYLDIMETHYLTAURAMIDE,,None,1,1,Green,LOW,LOW,LOW
1301,MEDICAGO SATIVA (ALFALFA) EXTRACT,자주개자리추출물,Fair,1,1,Green,LOW,LOW,LOW
1302,THYMUS VULGARIS (COMMON THYME) LEAF EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
1303,LAURAMIDE DEA,라우라마이드디이에이,Fair,1-3,3,Yellow,LOW,LOW,LOW
1304,THIOCTIC ACID,티옥틱애씨드,Fair,1-2,2,Green,LOW,LOW,LOW
1305,CETRIMONIUM BROMIDE,세트리모늄브로마이드,Fair,4,4,Yellow,LOW,LOW,HIGH
1306,HYDROXYPROPYLCELLULOSE,하이드록시프로필셀룰로오스,Limited,1,1,Green,LOW,LOW,LOW
1307,CITRUS AURANTIUM DULCIS (ORANGE),,None,1,1,Green,LOW,LOW,LOW
1308,YUCCA SCHIDIGERA (MOJAVE YUCCA) EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
1309,CUPRESSUS SEMPERVIRENS (ITALIAN CYPRESS) OIL,,Limited,1-2,2,Green,LOW,LOW,LOW
1310,RUBUS FRUTICOSUS (BLACKBERRY) FRUIT EXTRACT,서양산딸기추출물,Limited,1,1,Green,LOW,LOW,LOW
1311,COCAMIDOPROPYL PG-DIMONIUM CHLORIDE PHOSPHATE,코카미도프로필피지-다이모늄클로라이드포스페이트,None,3,3,Yellow,LOW,LOW,HIGH
1312,SUCROSE POLYCOTTONSEEDATE,수크로오스폴리코튼씨데이트,None,1,1,Green,LOW,LOW,LOW
1313,POLYGLYCERYL-2 ISOSTEARATE,폴리글리세릴-2아이소스테아레이트,Limited,1,1,Green,LOW,LOW,LOW
1314,TRIETHANOLAMINE LAURYL SULFATE,,Limited,1-4,4,Yellow,LOW,LOW,LOW
1315,CASTOR WAX,,Limited,1,1,Green,LOW,LOW,LOW
1316,DISILOXANE,다이실록세인,Limited,2,2,Green,LOW,LOW,LOW
1317,CITRUS AURANTIUM DULCIS (ORANGE) FLOWER OIL,오렌지꽃오일,Limited,1,1,Green,LOW,LOW,LOW
1318,LAURYL PYRROLIDONE,라우릴피롤리돈,Limited,1,1,Green,LOW,LOW,LOW_MODERATE
1319,PEG-32,피이지-32,Limited,1-3,3,Yellow,LOW,LOW,LOW
1320,1-DODECANOL,,Limited,1,1,Green,LOW,LOW,LOW
1321,ALUMINUM CHLOROHYDRATE,알루미늄클로로하이드레이트,Fair,2-3,3,Yellow,LOW,LOW,LOW
1322,STEARETH-10 ALLYL ETHER/ ACRYLATES COPOLYMER,스테아레스-10알릴에터/아크릴레이트코폴리머,None,2,2,Green,LOW,LOW,LOW
1323,COFFEA ARABICA (ARABIAN COFFEE) SEED EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
1324,DISODIUM LAURYL SULFOSUCCINATE,다이소듐라우릴설포석시네이트,Limited,1,1,Green,LOW,LOW,LOW
1325,PEG-8 DISTEARATE,피이지-8다이스테아레이트,None,1-3,3,Yellow,LOW,LOW,LOW
1326,PENTAERYTHRITYL HYDROGENATED ROSINATE,펜타에리스리틸하이드로제네이티드로지네이트,None,1,1,Green,LOW,LOW,LOW
1327,WHEAT AMINO ACID,,None,1,1,Green,LOW,LOW,LOW
1328,NYLON-611/ DIMETHICONE COPOLYMER,나일론-611/다이메티콘코폴리머,None,1,1,Green,LOW,LOW,LOW
1329,ERYTHRITOL,에리스리톨,Fair,1,1,Green,LOW,LOW,LOW
1330,CINNAMOMUM CAMPHORA (CAMPHOR) OIL,녹나무오일,Limited,1,1,Green,LOW,LOW,LOW
1331,POTASSIUM STEARATE,포타슘스테아레이트,None,1,1,Green,LOW,LOW,LOW
1332,CAESALPINIA SPINOSA GUM,타라검,Limited,1,1,Green,LOW,LOW,LOW
1333,DIPHENYLSILOXY PHENYL TRIMETHICONE,다이페닐실록시페닐트라이메티콘,None,1,1,Green,LOW,LOW,LOW
1334,PLUKENETIA VOLUBILIS SEED OIL,잉카피넛씨오일,None,1,1,Green,LOW,LOW,LOW
1335,ECKLONIA RADIATA EXTRACT,레더켈프추출물,Limited,1,1,Green,LOW,LOW,LOW
1336,PROPOLIS EXTRACT,프로폴리스추출물,Limited,1,1,Green,LOW,LOW,LOW
1337,TROPAEOLUM MAJUS (NASTURTIUM) EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
1338,ISOCETETH-10,아이소세테스-10,None,1-3,3,Yellow,LOW,LOW,LOW
1339,HIBISCUS ROSA-SINENSIS (CHINESE HIBISCUS) EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
1340,ORCHIS MASCULA (EARLY-PURPLE ORCHID) FLOWER EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
1341,POLYGLYCERYL-2 DIPOLYHYDROXYSTEARATE,폴리글리세릴-2다이폴리하이드록시스테아레이트,None,1,1,Green,LOW,LOW,LOW
1342,QUATERNIUM-95,쿼터늄-95,None,1,1,Green,LOW,LOW,LOW
1343,CENTELLA ASIATICA (GOTU KOLA),,Limited,1,1,Green,LOW,LOW,LOW
1344,DECYL OLEATE,데실올리에이트,Limited,1,1,Green,LOW,LOW,LOW
1345,LONICERA CAPRIFOLIUM (HONEYSUCKLE) FLOWER,,Limited,1,1,Green,LOW,LOW,LOW
1346,LAURYL LACTATE,라우릴락테이트,Limited,1,1,Green,LOW,LOW,LOW
1347,COLLAGEN AMINO ACIDS,콜라겐아미노산,Limited,1,1,Green,LOW,LOW,LOW
1348,PROPRIETARY INGREDIENTS,,Limited,4,4,Yellow,LOW,LOW,LOW
1349,ARCTIUM LAPPA (BURDOCK) EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
1350,Lavandula Angustifolia (Lavender) Flower,라벤더꽃,None,1,1,Green,LOW,LOW,LOW
1351,HEDYCHIUM CORONARIUM (BUTTERFLY GINGER) ROOT EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
1352,HYDROGENATED STARCH HYDROLYSATE,하이드로제네이티드스타치하이드롤리세이트,Limited,1,1,Green,LOW,LOW,LOW
1353,SHOREA STENOPTERA BUTTER,,None,1,1,Green,LOW,LOW,LOW
1354,CALOPHYLLUM INOPHYLLUM (ALEXANDRIAN LAUREL) SEED OIL,,Limited,1,1,Green,LOW,LOW,LOW
1355,CITRUS AURANTIUM BERGAMIA (BERGAMOT) PEEL OIL,베르가모트껍질오일,Limited,4,4,Yellow,LOW,LOW,HIGH
1356,SYMPHYTUM OFFICINALE (COMFREY) ROOT EXTRACT,,Limited,4,4,Yellow,MODERATE,LOW,LOW
1357,ALPHA GLUCAN OLIGOSACCHARIDE,알파-글루칸올리고사카라이드,None,1,1,Green,LOW,LOW,LOW
1358,DEHYDRO XANTHAN GUM,데하이드로잔탄검,None,1,1,Green,LOW,LOW,LOW
1359,SACCHAROMYCES/ CEREVISIAE EXTRACT,맥주효모추출물,Limited,1,1,Green,LOW,LOW,LOW
1360,SALVIA OFFICINALIS (SAGE) LEAF,살비아잎서양민들레/엉겅퀴/국화꽃/서양산사자나무열매,Limited,1,1,Green,LOW,LOW,LOW
1361,PHENYL METHYL PYRAZOLONE,페닐메틸피라졸론,Fair,4,4,Yellow,LOW,LOW,MODERATE
1362,SYMPHYTUM OFFICINALE (COMFREY) EXTRACT,,Limited,4,4,Yellow,MODERATE,LOW,LOW
1363,DIPENTAERYTHRITYL HEXACAPRYLATE/ HEXACAPRATE,다이펜타에리스리틸헥사카프릴레이트/헥사카프레이트,Limited,1,1,Green,LOW,LOW,LOW
1364,MUSA SAPIENTUM (PLANTAIN) FRUIT EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
1365,PALM ACID,팜애씨드,None,1,1,Green,LOW,LOW,LOW
1366,HELICHRYSUM ITALICUM (EVERLASTING) FLOWER OIL,,Limited,1,1,Green,LOW,LOW,LOW
1367,SODIUM CARBOMER,소듐카보머,None,1,1,Green,LOW,LOW,LOW
1368,VACCINIUM ANGUSTIFOLIUM (BLUEBERRY) EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
1369,ADANSONIA DIGITATA OIL,바오밥나무오일,None,1,1,Green,LOW,LOW,LOW
1370,SODIUM ACETATE,소듐아세테이트,Fair,1,1,Green,LOW,LOW,LOW
1371,SODIUM ACRYLATES COPOLYMER,소듐아크릴레이트코폴리머,Limited,2,2,Green,LOW,LOW,LOW
1372,BETAINE,베타인,Fair,1,1,Green,LOW,LOW,LOW
1373,CAMELLIA SINENSIS (GREEN TEA),,Fair,1,1,Green,LOW,LOW,LOW
1374,LAURAMIDOPROPYL BETAINE,라우라미도프로필베타인,Limited,1-3,3,Yellow,LOW,LOW,LOW
1375,MELISSA OFFICINALIS (LEMON BALM),,Fair,4,4,Yellow,LOW,LOW,LOW
1376,TILIA CORDATA (LINDEN) FLOWER EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
1377,ANGELICA ARCHANGELICA ROOT EXTRACT,안젤리카뿌리추출물,Limited,1-2,2,Green,LOW,LOW,LOW
1378,ARCTOSTAPHYLOS UVA-URSI (BEARBERRY) LEAF EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
1379,PEG-14M,피이지-14M,Limited,1-3,3,Yellow,LOW,LOW,LOW
1380,CYBIDIUM GRANDIFLORUM (ORCHID) FLOWER EXTRACT,,None,1,1,Green,LOW,LOW,LOW
1381,CREATINE,크레아틴,Fair,1,1,Green,LOW,LOW,LOW
1382,PERILLA OCYMOIDES (BEEFSTEAK PLANT) LEAF EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
1383,LINOLEAMIDOPROPYL DIMETHYLAMINE DIMER DILINOLEATE,리놀레아미도프로필다이메틸아민다이머다이리놀리에이트,None,1,1,Green,LOW,LOW,LOW
1384,POLYLACTIC ACID,폴리락틱애씨드,Fair,1,1,Green,LOW,LOW,LOW
1385,CAPRYLIC/ CAPRIC/ MYRISTIC/ STEARIC TRIGLYCERIDE,카프릴릭/카프릭/미리스틱/스테아릭트라이글리세라이드,None,1,1,Green,LOW,LOW,LOW
1386,LAVANDULA ANGUSTIFOLIA (LAVENDER) FLOWER POWDER,라벤더꽃가루,Limited,1,1,Green,LOW,LOW,LOW
1387,TALLOW FATTY ACID,,Limited,1,1,Green,LOW,LOW,LOW
1388,PASSIFLORA INCARNATA (MAYPOPS) FLOWER EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
1389,SODIUM OLIVATE,소듐올리베이트,None,1,1,Green,LOW,LOW,LOW
1390,ETHYLHEXYL METHOXYCRYLENE,에틸헥실메톡시크릴렌,None,1,1,Green,LOW,LOW,LOW
1391,LAURAMIDE MEA,라우라마이드엠이에이,Limited,1-4,4,Yellow,LOW,LOW,LOW
1392,SILVER MAGNESIUM ALUMINUM PHOSPHATE,,None,4,4,Yellow,LOW,LOW_MODERATE,LOW
1393,POLYACRYLATE CROSSPOLYMER-6,폴리아크릴레이트크로스폴리머-6,None,1,1,Green,LOW,LOW,LOW
1394,CITRUS AURANTIUM DULCIS (ORANGE) FLOWER EXTRACT,오렌지꽃추출물,Limited,1,1,Green,LOW,LOW,LOW
1395,CITRUS AURANTIUM BERGAMIA (BERGAMOT) FRUIT EXTRACT,베르가모트추출물,Fair,3-5,5,Yellow,LOW,LOW,HIGH
1396,ILLITE,일라이트,Limited,1,1,Green,LOW,LOW,LOW
1397,ACRYLONITRILE/ METHYL METHACRYLATE COPOLYMER,,None,1,1,Green,LOW,LOW,LOW
1398,SOLANUM LYCOPERSICUM (TOMATO) EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
1399,SARGASSUM FILIPENDULA (SARGASSUM WEED) EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
1400,C30-45 ALKYL METHICONE,C30-45알킬메티콘,None,1,1,Green,LOW,LOW,LOW
1401,SCHINZIOPHYTON RAUTANENII KERNEL OIL,몽곤고커넬오일,None,1,1,Green,LOW,LOW,LOW
1402,SILK,실크,Fair,1,1,Green,LOW,LOW,LOW
1403,UNDARIA PINNATIFIDA EXTRACT,미역추출물,None,1,1,Green,LOW,LOW,LOW
1404,BRASSICA OLERACEA ITALICA (BROCCOLI) SEED OIL,브로콜리씨오일,None,1,1,Green,LOW,LOW,LOW
1405,CARNOSINE,카르노신,Fair,1,1,Green,LOW,LOW,LOW
1406,HYDROGENATED POLYBUTENE,하이드로제네이티드폴리부텐,Limited,1,1,Green,LOW,LOW,LOW
1407,HYDROLYZED ALGIN,하이드롤라이즈드알진,Fair,1,1,Green,LOW,LOW,LOW
1408,OCTYLDODECYL MYRISTATE,옥틸도데실미리스테이트,Limited,1,1,Green,LOW,LOW,LOW
1409,POTASSIUM CITRATE,포타슘시트레이트,Limited,1,1,Green,LOW,LOW,LOW
1410,PPG-2 HYDROXYETHYL COCO/ ISOSTEARAMIDE,피피지-2하이드록시에틸코코/아이소스테아라마이드,None,1,1,Green,LOW,LOW,LOW
1411,ACORUS CALAMUS (SWEET FLAG) ROOT EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
1412,FRENCH GREEN CLAY,,None,1,1,Green,LOW,LOW,LOW
1413,USNEA BARBATA (BEARD MOSS),,Limited,1,1,Green,LOW,LOW,LOW
1414,CEDRUS ATLANTICA BARK EXTRACT,아틀라스시다껍질추출물,Limited,1-2,2,Green,LOW,LOW,LOW
1415,HYDROGENATED MICROCRYSTALLINE WAX,하이드로제네이티드마이크로크리스탈린왁스,Limited,2,2,Green,LOW,LOW,LOW
1416,LAURETH-21,라우레스-21,None,1-3,3,Yellow,LOW,LOW,LOW
1417,STEAROXYTRIMETHYLSILANE,스테아록시트라이메틸실레인,Limited,1,1,Green,LOW,LOW,LOW
1418,PEG-12,피이지-12,Limited,3,3,Yellow,LOW,LOW,LOW
1419,PPG-2 METHYL ETHER,피피지-2메틸에터,Limited,2,2,Green,LOW,LOW_MODERATE,LOW
1420,CASTILE SOAP,,Limited,1,1,Green,LOW,LOW,LOW
1421,C12-15 PARETH-3,C12-15파레스-3,Limited,1,1,Green,LOW,LOW,LOW
1422,CANARIUM LUZONICUM (ELEMI) GUM NONVOLATILES,,None,1,1,Green,LOW,LOW,LOW
1423,OLETH-2,올레스-2,Limited,1-3,3,Yellow,LOW,LOW,LOW
1424,PENTAERYTHRITYL TETRACAPRYLATE/ TETRACAPRATE,펜타에리스리틸테트라카프릴레이트/테트라카프레이트,None,1,1,Green,LOW,LOW,LOW
1425,ORIGANUM VULGARE LEAF EXTRACT,오레가노잎추출물,None,1,1,Green,LOW,LOW,LOW
1426,POLOXAMER 184,폴록사머184,Limited,2-5,5,Yellow,LOW,LOW,LOW
1427,OLEYL ERUCATE,올레일에루케이트,None,1,1,Green,LOW,LOW,LOW
1428,LITHIUM MAGNESIUM SODIUM SILICATE,리튬마그네슘소듐실리케이트,None,1,1,Green,LOW,LOW,LOW
1429,LENS ESCULENTA (LENTIL) FRUIT EXTRACT,에스큘렌타렌즈콩추출물,Limited,1,1,Green,LOW,LOW,LOW
1430,APPLE CIDER VINEGAR,,Limited,1,1,Green,LOW,LOW,LOW
1431,ZEA MAYS (CORN),,Fair,1,1,Green,LOW,LOW,LOW
1432,LYSOLECITHIN,리솔레시틴,Fair,1,1,Green,LOW,LOW,LOW
1433,POLYVINYL LAURATE,폴리비닐라우레이트,None,1,1,Green,LOW,LOW,LOW
1434,ZANTHOXYLUM PIPERITUM FRUIT EXTRACT,초피나무열매추출물,None,1,1,Green,LOW,LOW,LOW
1435,CALCIUM TITANIUM BOROSILICATE,칼슘티타늄보로실리케이트,None,1,1,Green,LOW,LOW,LOW
1436,POLYURETHANE-35,폴리우레탄-35,None,1,1,Green,LOW,LOW,LOW
1437,AMP ISOSTEAROYL HYDROLYZED WHEAT PROTEIN,에이엠피-아이소스테아로일하이드롤라이즈드밀단백질,Limited,1-2,2,Green,LOW,LOW,LOW
1438,POLYGLYCERYL-2 STEARATE,폴리글리세릴-2스테아레이트,Limited,1,1,Green,LOW,LOW,LOW
1439,Enantia chlorantha (moambe jaune),,None,1,1,Green,LOW,LOW,LOW
1440,CHENOPODIUM QUINOA SEED,퀴노아씨,None,1,1,Green,LOW,LOW,LOW
1441,DIOCTYL SODIUM SULFOSUCCINATE,,Fair,1,1,Green,LOW,LOW,LOW
1442,ISOBUTYLPHENOXY EPOXY RESIN,아이소부틸페녹시에폭시수지,Limited,8,8,Red,LOW,LOW,HIGH
1443,PROPYLHEPTYL CAPRYLATE,프로필헵틸카프릴레이트,None,1,1,Green,LOW,LOW,LOW
1444,TOURMALINE,토르말린,Limited,1,1,Green,LOW,LOW,LOW
1445,CALCIUM STEARATE,칼슘스테아레이트,Limited,1,1,Green,LOW,LOW,LOW
1446,CORYLUS AVELLANA (HAZEL) SEED OIL,,Limited,1,1,Green,LOW,LOW,LOW
1447,HUMULUS LUPULUS (HOPS),호프,Fair,1,1,Green,LOW,LOW,LOW_MODERATE
1448,CITRUS GRANDIS (GRAPEFRUIT) PEEL EXTRACT,왕귤껍질추출물,Limited,1-4,4,Yellow,LOW,LOW,LOW
1449,ISOAMYL COCOATE,아이소아밀코코에이트,None,1,1,Green,LOW,LOW,LOW
1450,MALEIC ACID,말레익애씨드,Fair,1-3,3,Yellow,LOW,LOW,LOW
1451,DIPENTAERYTHRITYL HEXAHYDROXYSTEARATE,다이펜타에리스리틸헥사하이드록시스테아레이트,None,1,1,Green,LOW,LOW,LOW
1452,CHRYSANTHEMUM PARTHENIUM (FEVERFEW) EXTRACT,피버퓨추출물,Limited,1,1,Green,LOW,LOW,LOW
1453,BRASSICA CAMPESTRIS (RAPESEED) SEED OIL,유채씨오일,Fair,1,1,Green,LOW,LOW,LOW
1454,CHOLESTERYL NONANOATE,콜레스테릴노나노에이트,Limited,1,1,Green,LOW,LOW,LOW
1455,DIGLYCERIN,다이글리세린,Limited,1,1,Green,LOW,LOW,LOW
1456,FOLIC ACID,폴릭애씨드,Fair,1,1,Green,LOW,LOW,LOW
1457,STEAROXYDIMETHICONE,스테아록시다이메티콘,None,1,1,Green,LOW,LOW,LOW
1458,SULFUR,황,Good,1,1,Green,LOW,LOW,LOW
1459,TRIFOLIUM PRATENSE (RED CLOVER) EXTRACT,,Limited,1,1,Green,LOW,LOW,LOW
